,573074.3,1038927.4,2136177.3,693444.3,1267768.4,1952948.3,1952881.3,1163752.6,84724.3
rxn00836_c,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
rxn02201_c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
rxn09126_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn05440_c,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
rxn05156_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00973_c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
rxn08180_c,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
rxn05353_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00511_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn02944_c,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rxn01385_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn02168_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00800_c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
rxn08841_c,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
rxn10127_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn01210_c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
rxn08807_c,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
rxn05614_c,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
rxn01663_c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rxn10287_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn03384_c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
rxn04160_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn04996_c,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
rxn00544_c,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rxn01486_c,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
rxn00165_c,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
rxn00539_c,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rxn00710_c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
rxn05687_c,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rxn01751_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00717_c,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
rxn08796_c,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
rxn01806_c,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn07492_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00479_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn03136_c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
rxn12846_c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rxn00337_c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rxn00867_c,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
rxn05516_c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
rxn02376_c,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rxn10229_c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
rxn00621_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00405_c,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
rxn09209_c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
